vial,cross,female line,male line,food,month crossed,cross number,plate,TG_concentration
14330,12085 x 12086,12085,12086,(N) Normal,07/12,25,41,0.6898767
14330,12085 x 12086,12085,12086,(N) Normal,07/12,25,41,0.870373
14339,12085 x 12086,12085,12086,(F) Fat,07/12,25,41,0.5322862
14339,12085 x 12086,12085,12086,(F) Fat,07/12,25,41,0.7574106
14316,12084 x 12085,12084,12085,(N) Normal,07/12,25,54,0.5661893
14316,12084 x 12085,12084,12085,(N) Normal,07/12,25,52,0.7330747
14323,12084 x 12085,12084,12085,(F) Fat,07/12,25,54,0.6759289
14323,12084 x 12085,12084,12085,(F) Fat,07/12,25,52,0.9398114
14288,12081 x 12083,12081,12083,(N) Normal,07/12,25,41,0.5408601
14288,12081 x 12083,12081,12083,(N) Normal,07/12,25,41,0.7597236
14274,12074 x 12075,12074,12075,(N) Normal,07/12,25,41,0.7154873
14274,12074 x 12075,12074,12075,(N) Normal,07/12,25,41,0.8816569
14279,12074 x 12075,12074,12075,(F) Fat,07/12,25,47,0.4129128
14279,12074 x 12075,12074,12075,(F) Fat,07/12,25,42,0.4364418
14279,12074 x 12075,12074,12075,(F) Fat,07/12,25,42,0.517048
14281,12074 x 12075,12074,12075,(F) Fat,07/12,25,41,0.3750071
14281,12074 x 12075,12074,12075,(F) Fat,07/12,25,41,0.8714797
14260,12073 x 12074,12073,12074,(N) Normal,07/12,25,41,0.661855
14260,12073 x 12074,12073,12074,(N) Normal,07/12,25,41,0.7752104
14267,12073 x 12074,12073,12074,(F) Fat,07/12,25,54,0.4390502
14267,12073 x 12074,12073,12074,(F) Fat,07/12,25,53,0.4772146
14267,12073 x 12074,12073,12074,(F) Fat,07/12,25,52,0.4555935
14232,12068 x 12069,12068,12069,(N) Normal,07/12,25,53,0.5196591
14242,12068 x 12069,12068,12069,(F) Fat,07/12,25,53,0.6058977
14204,12064 x 12065,12064,12065,(N) Normal,07/12,25,41,0.5930339
14211,12064 x 12065,12064,12065,(F) Fat,07/12,25,41,1.0226289
14414,12063 x 12095,12063,12095,(N) Normal,07/12,25,41,0.9922383
14421,12063 x 12095,12063,12095,(F) Fat,07/12,25,41,1.2057517
14190,12062 x 12050,12062,12050,(N) Normal,07/12,25,41,0.7268294
14190,12062 x 12050,12062,12050,(N) Normal,07/12,25,41,1.1204237
14197,12062 x 12050,12062,12050,(F) Fat,07/12,25,41,0.6087669
13994,12062 x 12033,12062,12033,(N) Normal,06/12,24,38,1.2197312
13994,12062 x 12033,12062,12033,(N) Normal,06/12,24,36,0.6876125
13994,12062 x 12033,12062,12033,(N) Normal,06/12,24,36,0.7688606
14001,12062 x 12033,12062,12033,(F) Fat,06/12,24,57,0.3762601
14001,12062 x 12033,12062,12033,(F) Fat,06/12,24,41,0.4725096
14001,12062 x 12033,12062,12033,(F) Fat,06/12,24,41,0.5470492
14001,12062 x 12033,12062,12033,(F) Fat,06/12,24,41,0.6926551
13966,12060 x 12061,12060,12061,(N) Normal,06/12,24,37,0.7094113
13966,12060 x 12061,12060,12061,(N) Normal,06/12,24,36,0.5624942
13966,12060 x 12061,12060,12061,(N) Normal,06/12,24,36,0.5995978
13973,12060 x 12061,12060,12061,(F) Fat,06/12,24,37,1.6937848
13973,12060 x 12061,12060,12061,(F) Fat,06/12,24,37,1.9023838
13973,12060 x 12061,12060,12061,(F) Fat,06/12,24,35,0.9558212
13952,12059 x 12060,12059,12060,(N) Normal,06/12,24,37,1.2161823
13952,12059 x 12060,12059,12060,(N) Normal,06/12,24,36,0.8424627
13952,12059 x 12060,12059,12060,(N) Normal,06/12,24,35,0.6219416
13959,12059 x 12060,12059,12060,(F) Fat,06/12,24,38,0.8888317
13959,12059 x 12060,12059,12060,(F) Fat,06/12,24,36,0.4695178
13959,12059 x 12060,12059,12060,(F) Fat,06/12,24,36,0.7555273
13938,12058 x 12059,12058,12059,(N) Normal,06/12,24,35,0.6440157
13938,12058 x 12059,12058,12059,(N) Normal,06/12,24,35,0.9361878
13945,12058 x 12059,12058,12059,(F) Fat,06/12,24,36,0.5902327
13945,12058 x 12059,12058,12059,(F) Fat,06/12,24,36,0.6414702
13948,12058 x 12059,12058,12059,(F) Fat,06/12,24,58,0.5517851
13910,12056 x 12057,12056,12057,(N) Normal,06/12,24,36,0.5551027
13917,12056 x 12057,12056,12057,(F) Fat,06/12,24,36,0.4941144
13917,12056 x 12057,12056,12057,(F) Fat,06/12,24,35,0.5865367
13917,12056 x 12057,12056,12057,(F) Fat,06/12,24,35,0.6246223
13895,12054 x 12055,12054,12055,(N) Normal,06/12,24,35,0.7397685
13896,12054 x 12055,12054,12055,(N) Normal,06/12,24,41,0.4191636
13896,12054 x 12055,12054,12055,(N) Normal,06/12,24,41,0.4506965
13896,12054 x 12055,12054,12055,(N) Normal,06/12,24,41,0.6152207
13903,12054 x 12055,12054,12055,(F) Fat,06/12,24,38,1.0017996
13903,12054 x 12055,12054,12055,(F) Fat,06/12,24,36,0.6256225
13903,12054 x 12055,12054,12055,(F) Fat,06/12,24,36,0.7102137
13868,12051 x 12052,12051,12052,(N) Normal,06/12,24,36,0.6114065
13868,12051 x 12052,12051,12052,(N) Normal,06/12,24,36,0.676474
13868,12051 x 12052,12051,12052,(N) Normal,06/12,24,35,0.8143012
13875,12051 x 12052,12051,12052,(F) Fat,06/12,24,36,0.7247212
13875,12051 x 12052,12051,12052,(F) Fat,06/12,24,35,0.7173917
13854,12050 x 12051,12050,12051,(N) Normal,06/12,24,37,0.7728789
13854,12050 x 12051,12050,12051,(N) Normal,06/12,24,36,0.4700413
13854,12050 x 12051,12050,12051,(N) Normal,06/12,24,36,0.4946422
13861,12050 x 12051,12050,12051,(F) Fat,06/12,24,38,0.6679334
13861,12050 x 12051,12050,12051,(F) Fat,06/12,24,35,0.6466071
14175,12050 x 12038,12050,12038,(N) Normal,07/12,25,47,0.6819036
14183,12050 x 12038,12050,12038,(F) Fat,07/12,25,41,0.7643885
14183,12050 x 12038,12050,12038,(F) Fat,07/12,25,41,1.1066397
13847,12049 x 12050,12049,12050,(F) Fat,06/12,24,37,1.7218739
13826,12048 x 12049,12048,12049,(N) Normal,06/12,24,35,0.4381456
13826,12048 x 12049,12048,12049,(N) Normal,06/12,24,35,0.6527792
13826,12048 x 12049,12048,12049,(N) Normal,06/12,24,35,0.6724884
13784,12045 x 12046,12045,12046,(N) Normal,06/12,24,38,0.8642235
13784,12045 x 12046,12045,12046,(N) Normal,06/12,24,38,1.1472753
13784,12045 x 12046,12045,12046,(N) Normal,06/12,24,36,0.6205508
13791,12045 x 12046,12045,12046,(F) Fat,06/12,24,36,0.4365044
13791,12045 x 12046,12045,12046,(F) Fat,06/12,24,36,0.5221287
13791,12045 x 12046,12045,12046,(F) Fat,06/12,24,36,0.5955662
13770,12041 x 12044,12041,12044,(N) Normal,06/12,24,38,0.8706956
13770,12041 x 12044,12041,12044,(N) Normal,06/12,24,37,1.1697385
13770,12041 x 12044,12041,12044,(N) Normal,06/12,24,37,1.605412
13770,12041 x 12044,12041,12044,(N) Normal,06/12,24,36,0.6755248
13771,12041 x 12044,12041,12044,(N) Normal,06/12,24,38,1.2588217
13771,12041 x 12044,12041,12044,(N) Normal,06/12,24,37,1.1780771
14162,12041 x 12037,12041,12037,(N) Normal,07/12,25,53,0.8039733
13756,12040 x 12041,12040,12041,(N) Normal,06/12,24,38,0.5748165
13756,12040 x 12041,12040,12041,(N) Normal,06/12,24,38,0.6747343
13756,12040 x 12041,12040,12041,(N) Normal,06/12,24,36,0.4186989
13763,12040 x 12041,12040,12041,(F) Fat,06/12,24,38,0.676078
13763,12040 x 12041,12040,12041,(F) Fat,06/12,24,37,0.987931
13763,12040 x 12041,12040,12041,(F) Fat,06/12,24,35,0.5383985
13742,12038 x 12039,12038,12039,(N) Normal,06/12,24,36,0.6261853
13742,12038 x 12039,12038,12039,(N) Normal,06/12,24,35,0.6176412
13742,12038 x 12039,12038,12039,(N) Normal,06/12,24,35,0.6863469
13749,12038 x 12039,12038,12039,(F) Fat,06/12,24,38,0.7073087
13749,12038 x 12039,12038,12039,(F) Fat,06/12,24,38,0.9378672
13749,12038 x 12039,12038,12039,(F) Fat,06/12,24,38,1.2110932
14148,12038 x 12034,12038,12034,(N) Normal,07/12,25,54,0.3971009
13714,12036 x 12037,12036,12037,(N) Normal,06/12,24,37,1.1621787
13714,12036 x 12037,12036,12037,(N) Normal,06/12,24,36,0.5769051
13718,12036 x 12037,12036,12037,(N) Normal,06/12,24,37,0.9278103
13721,12036 x 12037,12036,12037,(F) Fat,06/12,24,37,0.6465096
16052,12035 x 11360,12035,11360,(N) Normal,08/12,30,34,0.6639018
16052,12035 x 11360,12035,11360,(N) Normal,08/12,30,32,0.6627751
16059,12035 x 11360,12035,11360,(F) Fat,08/12,30,34,0.6845454
16752,12028 x 12101,12028,12101,(N) Normal,08/12,33,73,0.459046
16752,12028 x 12101,12028,12101,(N) Normal,08/12,33,72,0.9224263
16759,12028 x 12101,12028,12101,(F) Fat,08/12,33,72,0.7109778
13616,12027 x 12029,12027,12029,(N) Normal,06/12,23,62,0.3988128
13616,12027 x 12029,12027,12029,(N) Normal,06/12,23,62,0.4263364
13623,12027 x 12029,12027,12029,(F) Fat,06/12,23,58,0.4009432
13623,12027 x 12029,12027,12029,(F) Fat,06/12,23,58,0.8325631
13560,12022 x 12023,12022,12023,(N) Normal,06/12,23,61,0.4945537
13560,12022 x 12023,12022,12023,(N) Normal,06/12,23,59,0.5700306
13561,12022 x 12023,12022,12023,(N) Normal,06/12,23,61,0.5022058
13561,12022 x 12023,12022,12023,(N) Normal,06/12,23,61,0.5025181
13567,12022 x 12023,12022,12023,(F) Fat,06/12,23,65,0.4770419
13567,12022 x 12023,12022,12023,(F) Fat,06/12,23,64,0.5329058
13567,12022 x 12023,12022,12023,(F) Fat,06/12,23,64,0.5574534
13532,12020 x 12021,12020,12021,(N) Normal,06/12,23,60,0.6749639
13539,12020 x 12021,12020,12021,(F) Fat,06/12,23,61,0.8424953
13539,12020 x 12021,12020,12021,(F) Fat,06/12,23,60,0.4922448
14078,12020 x 11489,12020,11489,(N) Normal,06/12,24,38,0.7436696
13504,12017 x 12019,12017,12019,(N) Normal,06/12,23,38,1.0645338
13504,12017 x 12019,12017,12019,(N) Normal,06/12,23,37,1.3019134
13511,12017 x 12019,12017,12019,(F) Fat,06/12,23,60,0.4262649
13462,12014 x 12015,12014,12015,(N) Normal,06/12,23,61,0.3513365
13462,12014 x 12015,12014,12015,(N) Normal,06/12,23,61,0.5150351
13469,12014 x 12015,12014,12015,(F) Fat,06/12,23,59,1.6342993
13455,12011 x 12014,12011,12014,(F) Fat,06/12,23,61,0.6122335
14064,12011 x 11485,12011,11485,(N) Normal,06/12,24,38,0.9555711
14064,12011 x 11485,12011,11485,(N) Normal,06/12,24,38,0.9931689
14066,12011 x 11485,12011,11485,(N) Normal,06/12,24,44,0.7517035
14071,12011 x 11485,12011,11485,(F) Fat,06/12,24,38,0.9049251
14071,12011 x 11485,12011,11485,(F) Fat,06/12,24,38,0.9402876
13427,12009 x 12010,12009,12010,(F) Fat,06/12,23,58,0.4466132
13429,12009 x 12010,12009,12010,(F) Fat,06/12,23,60,0.3398442
13406,12008 x 12009,12008,12009,(N) Normal,06/12,23,59,0.6041804
13413,12008 x 12009,12008,12009,(F) Fat,06/12,23,60,0.6103827
13413,12008 x 12009,12008,12009,(F) Fat,06/12,23,59,0.6602989
13392,12007 x 12008,12007,12008,(N) Normal,06/12,23,65,0.3728865
13392,12007 x 12008,12007,12008,(N) Normal,06/12,23,62,0.418864
13392,12007 x 12008,12007,12008,(N) Normal,06/12,23,62,0.4917552
13399,12007 x 12008,12007,12008,(F) Fat,06/12,23,63,0.444156
14050,12007 x 11490,12007,11490,(N) Normal,06/12,24,36,0.4580705
14050,12007 x 11490,12007,11490,(N) Normal,06/12,24,35,0.4396988
14050,12007 x 11490,12007,11490,(N) Normal,06/12,24,35,0.4733869
14057,12007 x 11490,12007,11490,(F) Fat,06/12,24,37,1.0595101
14057,12007 x 11490,12007,11490,(F) Fat,06/12,24,35,0.7035908
14057,12007 x 11490,12007,11490,(F) Fat,06/12,24,35,0.7270944
13350,12001 x 12002,12001,12002,(N) Normal,06/12,23,65,0.5157548
13350,12001 x 12002,12001,12002,(N) Normal,06/12,23,63,0.4881423
13350,12001 x 12002,12001,12002,(N) Normal,06/12,23,63,0.5367093
14036,12001 x 11486,12001,11486,(N) Normal,06/12,24,36,0.5520525
14036,12001 x 11486,12001,11486,(N) Normal,06/12,24,36,0.6240484
14043,12001 x 11486,12001,11486,(F) Fat,06/12,24,36,0.5370388
14022,11491 x 12056,11491,12056,(N) Normal,06/12,24,35,0.4316629
14022,11491 x 12056,11491,12056,(N) Normal,06/12,24,35,0.5612007
14029,11491 x 12056,11491,12056,(F) Fat,06/12,24,38,0.9874841
14029,11491 x 12056,11491,12056,(F) Fat,06/12,24,35,0.6359019
13336,11491 x 12001,11491,12001,(N) Normal,06/12,23,60,0.5134158
13336,11491 x 12001,11491,12001,(N) Normal,06/12,23,58,0.4095158
13342,11491 x 12001,11491,12001,(F) Fat,06/12,23,64,0.5075193
13343,11491 x 12001,11491,12001,(F) Fat,06/12,23,63,0.5535206
13343,11491 x 12001,11491,12001,(F) Fat,06/12,23,62,0.5770126
13308,11489 x 11490,11489,11490,(N) Normal,06/12,23,65,0.6419464
13308,11489 x 11490,11489,11490,(N) Normal,06/12,23,62,0.5658357
13315,11489 x 11490,11489,11490,(F) Fat,06/12,23,64,0.6759613
14008,11486 x 12045,11486,12045,(N) Normal,06/12,24,38,1.1551034
14008,11486 x 12045,11486,12045,(N) Normal,06/12,24,37,1.4366494
14008,11486 x 12045,11486,12045,(N) Normal,06/12,24,36,0.6675133
14015,11486 x 12045,11486,12045,(F) Fat,06/12,24,37,0.733766
14015,11486 x 12045,11486,12045,(F) Fat,06/12,24,37,0.8956693
14015,11486 x 12045,11486,12045,(F) Fat,06/12,24,35,0.5104872
13294,11486 x 11489,11486,11489,(N) Normal,06/12,23,65,0.4850569
13294,11486 x 11489,11486,11489,(N) Normal,06/12,23,64,0.5447862
13294,11486 x 11489,11486,11489,(N) Normal,06/12,23,64,0.6694135
13301,11486 x 11489,11486,11489,(F) Fat,06/12,23,61,0.4924917
13301,11486 x 11489,11486,11489,(F) Fat,06/12,23,61,0.5253838
13301,11486 x 11489,11486,11489,(F) Fat,06/12,23,58,0.5750703
16668,11483 x 11397,11483,11397,(N) Normal,08/12,32,57,0.7434577
16668,11483 x 11397,11483,11397,(N) Normal,08/12,32,56,0.5295964
16668,11483 x 11397,11483,11397,(N) Normal,08/12,32,56,0.6149903
16675,11483 x 11397,11483,11397,(F) Fat,08/12,32,59,0.7532664
16675,11483 x 11397,11483,11397,(F) Fat,08/12,32,59,0.9545753
13238,11481 x 11482,11481,11482,(N) Normal,06/12,22,38,0.7006728
13238,11481 x 11482,11481,11482,(N) Normal,06/12,22,38,0.7659067
13238,11481 x 11482,11481,11482,(N) Normal,06/12,22,38,0.8584891
13245,11481 x 11482,11481,11482,(F) Fat,06/12,22,45,0.530876
13245,11481 x 11482,11481,11482,(F) Fat,06/12,22,43,0.4947841
13245,11481 x 11482,11481,11482,(F) Fat,06/12,22,42,0.5282605
13693,11481 x 11476,11481,11476,(F) Fat,06/12,23,60,0.5445825
13693,11481 x 11476,11481,11476,(F) Fat,06/12,23,59,0.412525
13210,11478 x 11480,11478,11480,(N) Normal,06/12,22,45,1.0729996
13217,11478 x 11480,11478,11480,(F) Fat,06/12,22,47,0.5998811
13217,11478 x 11480,11478,11480,(F) Fat,06/12,22,44,0.612937
13217,11478 x 11480,11478,11480,(F) Fat,06/12,22,42,0.9049814
13196,11477 x 11478,11477,11478,(N) Normal,06/12,22,44,0.7507411
13203,11477 x 11478,11477,11478,(F) Fat,06/12,22,24,0.3770042
13203,11477 x 11478,11477,11478,(F) Fat,06/12,22,22,0.462477
13203,11477 x 11478,11477,11478,(F) Fat,06/12,22,22,0.606939
13206,11477 x 11478,11477,11478,(F) Fat,06/12,22,42,1.0761666
13182,11476 x 11477,11476,11477,(N) Normal,06/12,22,28,1.3058223
13182,11476 x 11477,11476,11477,(N) Normal,06/12,22,28,1.5780566
13185,11476 x 11477,11476,11477,(N) Normal,06/12,22,21,0.3093712
13189,11476 x 11477,11476,11477,(F) Fat,06/12,22,28,1.3696549
13168,11475 x 11476,11475,11476,(N) Normal,06/12,22,24,0.7873837
13168,11475 x 11476,11475,11476,(N) Normal,06/12,22,23,0.6259694
13168,11475 x 11476,11475,11476,(N) Normal,06/12,22,21,0.3913312
13169,11475 x 11476,11475,11476,(N) Normal,06/12,22,47,0.5212715
13175,11475 x 11476,11475,11476,(F) Fat,06/12,22,38,0.8177556
13175,11475 x 11476,11475,11476,(F) Fat,06/12,22,38,1.02006
13175,11475 x 11476,11475,11476,(F) Fat,06/12,22,38,1.3925932
13154,11474 x 11475,11474,11475,(N) Normal,06/12,22,29,1.4820548
13154,11474 x 11475,11474,11475,(N) Normal,06/12,22,27,1.2272838
13161,11474 x 11475,11474,11475,(F) Fat,06/12,22,29,1.1836139
13161,11474 x 11475,11474,11475,(F) Fat,06/12,22,28,0.9999774
13126,11472 x 11473,11472,11473,(N) Normal,06/12,22,37,0.9316806
13126,11472 x 11473,11472,11473,(N) Normal,06/12,22,37,1.0607168
13126,11472 x 11473,11472,11473,(N) Normal,06/12,22,35,0.3877658
13133,11472 x 11473,11472,11473,(F) Fat,06/12,22,47,0.3747339
13133,11472 x 11473,11472,11473,(F) Fat,06/12,22,44,0.1947899
13133,11472 x 11473,11472,11473,(F) Fat,06/12,22,43,0.9198771
13112,11471 x 11472,11471,11472,(N) Normal,06/12,22,26,0.5540327
13112,11471 x 11472,11471,11472,(N) Normal,06/12,22,26,0.5610464
13112,11471 x 11472,11471,11472,(N) Normal,06/12,22,25,0.4538794
13119,11471 x 11472,11471,11472,(F) Fat,06/12,22,37,1.5323557
13119,11471 x 11472,11471,11472,(F) Fat,06/12,22,35,0.6429651
13098,11470 x 11471,11470,11471,(N) Normal,06/12,22,24,0.2273667
13098,11470 x 11471,11470,11471,(N) Normal,06/12,22,23,0.3204659
13098,11470 x 11471,11470,11471,(N) Normal,06/12,22,22,0.3756567
13105,11470 x 11471,11470,11471,(F) Fat,06/12,22,21,0.2531926
13105,11470 x 11471,11470,11471,(F) Fat,06/12,22,21,0.3140901
13014,11463 x 11464,11463,11464,(N) Normal,06/12,22,26,0.3065329
13014,11463 x 11464,11463,11464,(N) Normal,06/12,22,26,0.3702533
13014,11463 x 11464,11463,11464,(N) Normal,06/12,22,26,0.4753216
13021,11463 x 11464,11463,11464,(F) Fat,06/12,22,24,0.6919004
13021,11463 x 11464,11463,11464,(F) Fat,06/12,22,23,0.4452724
13021,11463 x 11464,11463,11464,(F) Fat,06/12,22,23,0.5129735
13000,11462 x 11463,11462,11463,(N) Normal,06/12,22,27,0.8601339
13000,11462 x 11463,11462,11463,(N) Normal,06/12,22,26,0.3831635
13000,11462 x 11463,11462,11463,(N) Normal,06/12,22,25,0.2259803
13007,11462 x 11463,11462,11463,(F) Fat,06/12,22,21,0.3021249
13007,11462 x 11463,11462,11463,(F) Fat,06/12,22,21,0.3186762
13007,11462 x 11463,11462,11463,(F) Fat,06/12,22,21,0.4498842
12958,11458 x 11460,11458,11460,(N) Normal,06/12,22,27,0.8017914
12958,11458 x 11460,11458,11460,(N) Normal,06/12,22,26,0.5497638
12958,11458 x 11460,11458,11460,(N) Normal,06/12,22,26,0.8444408
12965,11458 x 11460,11458,11460,(F) Fat,06/12,22,28,1.1014987
12965,11458 x 11460,11458,11460,(F) Fat,06/12,22,25,0.3710895
12965,11458 x 11460,11458,11460,(F) Fat,06/12,22,25,0.3946954
12944,11457 x 11458,11457,11458,(N) Normal,06/12,22,46,1.011655
12944,11457 x 11458,11457,11458,(N) Normal,06/12,22,44,0.8838899
12944,11457 x 11458,11457,11458,(N) Normal,06/12,22,43,0.8747551
12951,11457 x 11458,11457,11458,(F) Fat,06/12,22,38,0.922465
12951,11457 x 11458,11457,11458,(F) Fat,06/12,22,37,1.4349541
12916,11455 x 11456,11455,11456,(N) Normal,06/12,22,21,0.3268726
12916,11455 x 11456,11455,11456,(N) Normal,06/12,22,21,0.4561665
12916,11455 x 11456,11455,11456,(N) Normal,06/12,22,21,0.4739243
12923,11455 x 11456,11455,11456,(F) Fat,06/12,22,24,0.7965227
12923,11455 x 11456,11455,11456,(F) Fat,06/12,22,23,0.640872
12923,11455 x 11456,11455,11456,(F) Fat,06/12,22,22,0.6092148
12902,11454 x 11455,11454,11455,(N) Normal,06/12,22,29,0.9386963
12909,11454 x 11455,11454,11455,(F) Fat,06/12,22,28,0.7568763
12909,11454 x 11455,11454,11455,(F) Fat,06/12,22,27,1.148514
12913,11454 x 11455,11454,11455,(F) Fat,06/12,22,23,0.6875101
12886,11453 x 11454,11453,11454,(N) Normal,06/12,22,25,1.0341979
12888,11453 x 11454,11453,11454,(N) Normal,06/12,22,37,1.0830635
12888,11453 x 11454,11453,11454,(N) Normal,06/12,22,37,1.3461389
12888,11453 x 11454,11453,11454,(N) Normal,06/12,22,37,1.6086887
12893,11453 x 11454,11453,11454,(F) Fat,06/12,22,61,0.5749661
12895,11453 x 11454,11453,11454,(F) Fat,06/12,22,38,1.3068509
12895,11453 x 11454,11453,11454,(F) Fat,06/12,22,37,1.3479748
12895,11453 x 11454,11453,11454,(F) Fat,06/12,22,35,0.9976107
16514,11452 x 11395,11452,11395,(N) Normal,08/12,32,57,0.4564539
16514,11452 x 11395,11452,11395,(N) Normal,08/12,32,56,0.5633558
16514,11452 x 11395,11452,11395,(N) Normal,08/12,32,55,0.4079227
16521,11452 x 11395,11452,11395,(F) Fat,08/12,32,57,0.6684132
16521,11452 x 11395,11452,11395,(F) Fat,08/12,32,56,0.5959958
12846,11448 x 11450,11448,11450,(N) Normal,06/12,21,24,0.3536516
12846,11448 x 11450,11448,11450,(N) Normal,06/12,21,24,0.5312872
12846,11448 x 11450,11448,11450,(N) Normal,06/12,21,22,0.3879283
12853,11448 x 11450,11448,11450,(F) Fat,06/12,21,61,0.4345923
12853,11448 x 11450,11448,11450,(F) Fat,06/12,21,58,0.2810832
12818,11446 x 11447,11446,11447,(N) Normal,06/12,21,24,0.6506115
12818,11446 x 11447,11446,11447,(N) Normal,06/12,21,23,0.4827208
12790,11444 x 11445,11444,11445,(N) Normal,06/12,21,27,0.6059164
12790,11444 x 11445,11444,11445,(N) Normal,06/12,21,27,0.6390674
12790,11444 x 11445,11444,11445,(N) Normal,06/12,21,27,0.9093968
12797,11444 x 11445,11444,11445,(F) Fat,06/12,21,24,0.5276537
12797,11444 x 11445,11444,11445,(F) Fat,06/12,21,22,0.3101324
16584,11444 x 11436,11444,11436,(N) Normal,08/12,32,56,0.474139
16584,11444 x 11436,11444,11436,(N) Normal,08/12,32,56,0.6579868
16584,11444 x 11436,11444,11436,(N) Normal,08/12,32,55,0.6128344
16591,11444 x 11436,11444,11436,(F) Fat,08/12,32,60,0.6252988
16591,11444 x 11436,11444,11436,(F) Fat,08/12,32,59,0.7578366
16591,11444 x 11436,11444,11436,(F) Fat,08/12,32,58,0.7096659
16598,11442 x 11444,11442,11444,(N) Normal,08/12,32,57,0.6266194
16598,11442 x 11444,11442,11444,(N) Normal,08/12,32,56,0.4941095
16598,11442 x 11444,11442,11444,(N) Normal,08/12,32,56,0.6261858
16605,11442 x 11444,11442,11444,(F) Fat,08/12,32,56,0.4617633
16605,11442 x 11444,11442,11444,(F) Fat,08/12,32,55,0.5756078
16605,11442 x 11444,11442,11444,(F) Fat,08/12,32,55,0.6713504
16570,11436 x 11413,11436,11413,(N) Normal,08/12,32,61,1.1190194
16577,11436 x 11413,11436,11413,(F) Fat,08/12,32,59,0.5672361
12678,11433 x 11434,11433,11434,(N) Normal,06/12,21,23,0.4813295
12678,11433 x 11434,11433,11434,(N) Normal,06/12,21,22,0.3626482
12678,11433 x 11434,11433,11434,(N) Normal,06/12,21,22,0.5477387
12685,11433 x 11434,11433,11434,(F) Fat,06/12,21,24,0.4799199
12685,11433 x 11434,11433,11434,(F) Fat,06/12,21,22,0.6733067
12606,11428 x 11429,11428,11429,(N) Normal,06/12,21,53,0.3825796
12608,11428 x 11429,11428,11429,(N) Normal,06/12,21,24,0.6791482
12608,11428 x 11429,11428,11429,(N) Normal,06/12,21,24,0.8011358
12608,11428 x 11429,11428,11429,(N) Normal,06/12,21,23,0.8764237
12615,11428 x 11429,11428,11429,(F) Fat,06/12,21,60,0.4632395
12615,11428 x 11429,11428,11429,(F) Fat,06/12,21,58,0.6708632
12577,11424 x 11425,11424,11425,(F) Fat,06/12,21,25,0.5199311
12538,11421 x 11423,11421,11423,(N) Normal,06/12,21,60,0.5536051
12538,11421 x 11423,11421,11423,(N) Normal,06/12,21,58,0.4811564
12538,11421 x 11423,11421,11423,(N) Normal,06/12,21,58,0.5235563
12544,11421 x 11423,11421,11423,(F) Fat,06/12,21,63,0.4826835
12545,11421 x 11423,11421,11423,(F) Fat,06/12,21,24,0.4869913
12545,11421 x 11423,11421,11423,(F) Fat,06/12,21,24,0.5395705
12546,11421 x 11423,11421,11423,(F) Fat,06/12,21,22,0.4774994
12510,11416 x 11420,11416,11420,(N) Normal,06/12,20,26,0.3570842
12510,11416 x 11420,11416,11420,(N) Normal,06/12,20,26,0.4783328
12517,11416 x 11420,11416,11420,(F) Fat,06/12,20,26,0.3246052
12517,11416 x 11420,11416,11420,(F) Fat,06/12,20,25,0.3463205
12496,11415 x 11416,11415,11416,(N) Normal,06/12,20,25,0.4979428
12503,11415 x 11416,11415,11416,(F) Fat,06/12,20,21,0.4239907
12503,11415 x 11416,11415,11416,(F) Fat,06/12,20,21,0.5332575
16612,11414 x 11442,11414,11442,(N) Normal,08/12,32,59,1.2593845
16614,11414 x 11442,11414,11442,(N) Normal,08/12,32,54,0.6910537
16619,11414 x 11442,11414,11442,(F) Fat,08/12,32,58,0.6605535
12482,11414 x 11415,11414,11415,(N) Normal,06/12,20,23,0.3749823
12482,11414 x 11415,11414,11415,(N) Normal,06/12,20,23,0.4548099
12482,11414 x 11415,11414,11415,(N) Normal,06/12,20,23,0.6606033
12489,11414 x 11415,11414,11415,(F) Fat,06/12,20,26,0.4108245
12489,11414 x 11415,11414,11415,(F) Fat,06/12,20,25,0.2545323
12489,11414 x 11415,11414,11415,(F) Fat,06/12,20,25,0.3864931
12468,11413 x 11414,11413,11414,(N) Normal,06/12,20,47,0.6084125
12468,11413 x 11414,11413,11414,(N) Normal,06/12,20,43,0.6263226
12475,11413 x 11414,11413,11414,(F) Fat,06/12,20,21,0.3780197
12475,11413 x 11414,11413,11414,(F) Fat,06/12,20,21,0.4219194
12475,11413 x 11414,11413,11414,(F) Fat,06/12,20,21,0.4714874
16556,11413 x 11410,11413,11410,(N) Normal,08/12,32,60,0.4049644
16556,11413 x 11410,11413,11410,(N) Normal,08/12,32,60,0.6335775
16563,11413 x 11410,11413,11410,(F) Fat,08/12,32,58,0.5371311
12454,11411 x 11413,11411,11413,(N) Normal,06/12,20,50,0.4282588
12454,11411 x 11413,11411,11413,(N) Normal,06/12,20,50,0.6870577
12454,11411 x 11413,11411,11413,(N) Normal,06/12,20,48,0.4380689
12458,11411 x 11413,11411,11413,(N) Normal,06/12,20,42,0.8685236
12461,11411 x 11413,11411,11413,(F) Fat,06/12,20,45,0.63242
12461,11411 x 11413,11411,11413,(F) Fat,06/12,20,42,0.4421752
12461,11411 x 11413,11411,11413,(F) Fat,06/12,20,42,0.8072356
12433,11408 x 11410,11408,11410,(F) Fat,06/12,20,25,0.4379425
16640,11405 x 11411,11405,11411,(N) Normal,08/12,32,60,0.5571777
