vial,cross type,female line,male line,food type,month crossed,cross number,plate,y
14897,11087 X 11094,11087,11094,(F) Fat,12-Jul,27,47,0.5638415
14897,11087 X 11094,11087,11094,(F) Fat,12-Jul,27,46,0.6290521
8856,11089 X 11090,11089,11090,(N) Normal,12-Mar,7,6,0.404966
8856,11089 X 11090,11089,11090,(N) Normal,12-Mar,7,6,0.4773165
8856,11089 X 11090,11089,11090,(N) Normal,12-Mar,7,6,0.8979729
8863,11089 X 11090,11089,11090,(F) Fat,12-Mar,7,6,0.3752397
8863,11089 X 11090,11089,11090,(F) Fat,12-Mar,7,6,0.4147132
8863,11089 X 11090,11089,11090,(F) Fat,12-Mar,7,6,0.8145718
8884,11091 X 11092,11091,11092,(N) Normal,12-Mar,7,6,0.4025678
8884,11091 X 11092,11091,11092,(N) Normal,12-Mar,7,7,0.4569833
8884,11091 X 11092,11091,11092,(N) Normal,12-Mar,7,7,0.8079628
8891,11091 X 11092,11091,11092,(F) Fat,12-Mar,7,7,0.3206216
8891,11091 X 11092,11091,11092,(F) Fat,12-Mar,7,7,0.4445121
8891,11091 X 11092,11091,11092,(F) Fat,12-Mar,7,7,0.6371148
8899,11092 X 11093,11092,11093,(N) Normal,12-Mar,7,9,0.269335
8899,11092 X 11093,11092,11093,(N) Normal,12-Mar,7,10,0.3241333
8899,11092 X 11093,11092,11093,(N) Normal,12-Mar,7,10,0.4221992
8905,11092 X 11093,11092,11093,(F) Fat,12-Mar,7,10,0.2920728
8905,11092 X 11093,11092,11093,(F) Fat,12-Mar,7,9,0.3185919
8905,11092 X 11093,11092,11093,(F) Fat,12-Mar,7,9,0.4016707
8919,11093 X 11094,11093,11094,(F) Fat,12-Mar,7,6,0.2351724
8919,11093 X 11094,11093,11094,(F) Fat,12-Mar,7,10,0.3177024
8919,11093 X 11094,11093,11094,(F) Fat,12-Mar,7,9,0.3354188
14904,11094 X 11085,11094,11085,(N) Normal,12-Jul,27,31,0.502432
14904,11094 X 11085,11094,11085,(N) Normal,12-Jul,27,31,0.5958224
14904,11094 X 11085,11094,11085,(N) Normal,12-Jul,27,31,0.8430727
14911,11094 X 11085,11094,11085,(F) Fat,12-Jul,27,30,0.3498815
14911,11094 X 11085,11094,11085,(F) Fat,12-Jul,27,30,0.3676669
14911,11094 X 11085,11094,11085,(F) Fat,12-Jul,27,30,0.5041286
14918,11095 X 11105,11095,11105,(N) Normal,12-Jul,27,31,0.5154164
14918,11095 X 11105,11095,11105,(N) Normal,12-Jul,27,30,0.7199325
14925,11095 X 11105,11095,11105,(F) Fat,12-Jul,27,44,0.5057565
14925,11095 X 11105,11095,11105,(F) Fat,12-Jul,27,44,0.5401257
14925,11095 X 11105,11095,11105,(F) Fat,12-Jul,27,42,0.7716306
14932,11096 X 11079,11096,11079,(N) Normal,12-Jul,27,42,0.7325699
14932,11096 X 11079,11096,11079,(N) Normal,12-Jul,27,44,0.9081813
14939,11096 X 11079,11096,11079,(F) Fat,12-Jul,27,45,0.3416943
14939,11096 X 11079,11096,11079,(F) Fat,12-Jul,27,42,0.8251838
14946,11097 X 11104,11097,11104,(N) Normal,12-Jul,27,30,0.2954922
14946,11097 X 11104,11097,11104,(N) Normal,12-Jul,27,30,0.3033669
14946,11097 X 11104,11097,11104,(N) Normal,12-Jul,27,30,0.8136973
14953,11097 X 11104,11097,11104,(F) Fat,12-Jul,27,30,0.3812526
14953,11097 X 11104,11097,11104,(F) Fat,12-Jul,27,30,0.3826387
14953,11097 X 11104,11097,11104,(F) Fat,12-Jul,27,31,0.4182643
14974,11099 X 11101,11099,11101,(N) Normal,12-Jul,27,30,0.701589
14974,11099 X 11101,11099,11101,(N) Normal,12-Jul,27,30,1.0614628
14981,11099 X 11101,11099,11101,(F) Fat,12-Jul,27,30,0.6457699
14981,11099 X 11101,11099,11101,(F) Fat,12-Jul,27,31,1.0029558
9010,11100 X 11081,11100,11081,(N) Normal,12-Mar,7,9,0.2949863
9010,11100 X 11081,11100,11081,(N) Normal,12-Mar,7,10,0.325833
9010,11100 X 11081,11100,11081,(N) Normal,12-Mar,7,10,0.3934675
9017,11100 X 11081,11100,11081,(F) Fat,12-Mar,7,9,0.2267245
9017,11100 X 11081,11100,11081,(F) Fat,12-Mar,7,10,0.2366601
9017,11100 X 11081,11100,11081,(F) Fat,12-Mar,7,10,0.2760572
14988,11101 X 11103,11101,11103,(N) Normal,12-Jul,27,31,0.5593645
14988,11101 X 11103,11101,11103,(N) Normal,12-Jul,27,31,0.5962595
14988,11101 X 11103,11101,11103,(N) Normal,12-Jul,27,31,0.7499051
14995,11101 X 11103,11101,11103,(F) Fat,12-Jul,27,31,0.6054414
14995,11101 X 11103,11101,11103,(F) Fat,12-Jul,27,31,0.8080992
14995,11101 X 11103,11101,11103,(F) Fat,12-Jul,27,31,1.1289015
15001,11103 X 11097,11103,11097,(N) Normal,12-Jul,27,31,0.4115311
15002,11103 X 11097,11103,11097,(N) Normal,12-Jul,27,30,0.5255181
15002,11103 X 11097,11103,11097,(N) Normal,12-Jul,27,31,0.5909495
15002,11103 X 11097,11103,11097,(N) Normal,12-Jul,27,30,0.7017845
15009,11103 X 11097,11103,11097,(F) Fat,12-Jul,27,31,0.5208029
15016,11104 X 11099,11104,11099,(N) Normal,12-Jul,27,31,0.6620519
15016,11104 X 11099,11104,11099,(N) Normal,12-Jul,27,30,0.7703884
15023,11104 X 11099,11104,11099,(F) Fat,12-Jul,27,45,0.7183074
15023,11104 X 11099,11104,11099,(F) Fat,12-Jul,27,46,0.735179
15023,11104 X 11099,11104,11099,(F) Fat,12-Jul,27,46,0.7854035
9052,11104 X 11106,11104,11106,(N) Normal,12-Mar,8,10,0.3297009
9052,11104 X 11106,11104,11106,(N) Normal,12-Mar,8,9,0.4019351
9052,11104 X 11106,11104,11106,(N) Normal,12-Mar,8,9,0.4178744
9059,11104 X 11106,11104,11106,(F) Fat,12-Mar,8,10,0.3093568
9059,11104 X 11106,11104,11106,(F) Fat,12-Mar,8,9,0.383184
9059,11104 X 11106,11104,11106,(F) Fat,12-Mar,8,9,0.4525506
9374,11105 X 11109,11105,11109,(N) Normal,12-Mar,9,8,0.710711
9066,11106 X 11107,11106,11107,(N) Normal,12-Mar,8,9,0.4276054
9073,11106 X 11107,11106,11107,(F) Fat,12-Mar,8,9,0.3830611
9073,11106 X 11107,11106,11107,(F) Fat,12-Mar,8,10,0.4131413
15044,11109 X 11111,11109,11111,(N) Normal,12-Jul,27,30,0.5725201
15044,11109 X 11111,11109,11111,(N) Normal,12-Jul,27,31,0.9093456
15051,11109 X 11111,11109,11111,(F) Fat,12-Jul,27,30,0.6781705
15051,11109 X 11111,11109,11111,(F) Fat,12-Jul,27,30,1.0180399
9398,11109 X 11143,11109,11143,(F) Fat,12-Mar,9,11,0.4028857
9388,11109 X 11143,11109,11143,(N) Normal,12-Mar,9,11,0.3529388
9395,11109 X 11143,11109,11143,(F) Fat,12-Mar,9,9,0.3721961
15069,11110 X 11118,11110,11118,(F) Fat,12-Jul,27,57,0.4265086
15058,11110 X 11118,11110,11118,(N) Normal,12-Jul,27,42,0.5707965
15065,11110 X 11118,11110,11118,(F) Fat,12-Jul,27,30,0.4974183
15065,11110 X 11118,11110,11118,(F) Fat,12-Jul,27,30,0.8823063
15066,11110 X 11118,11110,11118,(F) Fat,12-Jul,27,30,0.6060436
9108,11111 X 11112,11111,11112,(N) Normal,12-Mar,8,8,0.5335622
9108,11111 X 11112,11111,11112,(N) Normal,12-Mar,8,8,0.8592614
9108,11111 X 11112,11111,11112,(N) Normal,12-Mar,8,8,1.0247635
9115,11111 X 11112,11111,11112,(F) Fat,12-Mar,8,10,0.2384303
9115,11111 X 11112,11111,11112,(F) Fat,12-Mar,8,9,0.2795952
9115,11111 X 11112,11111,11112,(F) Fat,12-Mar,8,10,0.293998
15072,11111 X 11128,11111,11128,(N) Normal,12-Jul,27,30,0.4938083
15072,11111 X 11128,11111,11128,(N) Normal,12-Jul,27,31,0.7719121
15072,11111 X 11128,11111,11128,(N) Normal,12-Jul,27,30,0.9426337
15079,11111 X 11128,11111,11128,(F) Fat,12-Jul,27,44,0.9006991
15079,11111 X 11128,11111,11128,(F) Fat,12-Jul,27,43,0.9622208
9122,11112 X 11113,11112,11113,(N) Normal,12-Mar,8,9,0.3779125
9122,11112 X 11113,11112,11113,(N) Normal,12-Mar,8,10,0.4111092
9136,11113 X 11114,11113,11114,(N) Normal,12-Mar,8,8,0.5680876
9136,11113 X 11114,11113,11114,(N) Normal,12-Mar,8,8,0.6737173
9143,11113 X 11114,11113,11114,(F) Fat,12-Mar,8,8,0.5042526
9143,11113 X 11114,11113,11114,(F) Fat,12-Mar,8,8,0.9640334
9143,11113 X 11114,11113,11114,(F) Fat,12-Mar,8,8,0.9664604
9154,11114 X 11117,11114,11117,(N) Normal,12-Mar,8,11,0.597288
9150,11114 X 11117,11114,11117,(N) Normal,12-Mar,8,9,0.3323421
9150,11114 X 11117,11114,11117,(N) Normal,12-Mar,8,10,0.3953353
9150,11114 X 11117,11114,11117,(N) Normal,12-Mar,8,10,0.9415081
9157,11114 X 11117,11114,11117,(F) Fat,12-Mar,8,8,0.3850384
9157,11114 X 11117,11114,11117,(F) Fat,12-Mar,8,8,0.4891357
9157,11114 X 11117,11114,11117,(F) Fat,12-Mar,8,8,0.6291993
9192,11116 X 11121,11116,11121,(N) Normal,12-Mar,9,9,0.2547314
9192,11116 X 11121,11116,11121,(N) Normal,12-Mar,9,9,0.2942224
9192,11116 X 11121,11116,11121,(N) Normal,12-Mar,9,9,0.3128747
9199,11116 X 11121,11116,11121,(F) Fat,12-Mar,9,8,0.5113214
9199,11116 X 11121,11116,11121,(F) Fat,12-Mar,9,8,0.6092791
9164,11117 X 11118,11117,11118,(N) Normal,12-Mar,8,9,0.3823734
9164,11117 X 11118,11117,11118,(N) Normal,12-Mar,8,9,0.6434199
9171,11117 X 11118,11117,11118,(F) Fat,12-Mar,8,9,0.3568538
9171,11117 X 11118,11117,11118,(F) Fat,12-Mar,8,9,0.471224
9171,11117 X 11118,11117,11118,(F) Fat,12-Mar,8,10,0.5029799
15086,11118 X 11129,11118,11129,(N) Normal,12-Jul,27,31,0.7768477
15086,11118 X 11129,11118,11129,(N) Normal,12-Jul,27,30,0.9000689
15086,11118 X 11129,11118,11129,(N) Normal,12-Jul,27,30,0.9002226
15093,11118 X 11129,11118,11129,(F) Fat,12-Jul,27,30,0.5820673
15093,11118 X 11129,11118,11129,(F) Fat,12-Jul,27,31,0.6144081
15093,11118 X 11129,11118,11129,(F) Fat,12-Jul,27,30,0.973601
9213,11121 X 11124,11121,11124,(F) Fat,12-Mar,9,9,0.4452911
9213,11121 X 11124,11121,11124,(F) Fat,12-Mar,9,10,0.5349803
9220,11124 X 11125,11124,11125,(N) Normal,12-Mar,9,10,0.2226024
9220,11124 X 11125,11124,11125,(N) Normal,12-Mar,9,9,0.2421691
9220,11124 X 11125,11124,11125,(N) Normal,12-Mar,9,10,0.3477444
9227,11124 X 11125,11124,11125,(F) Fat,12-Mar,9,8,0.422921
9227,11124 X 11125,11124,11125,(F) Fat,12-Mar,9,8,0.6605666
9227,11124 X 11125,11124,11125,(F) Fat,12-Mar,9,8,0.7150271
9234,11125 X 11126,11125,11126,(N) Normal,12-Mar,9,10,0.3302824
9234,11125 X 11126,11125,11126,(N) Normal,12-Mar,9,10,0.3569844
9234,11125 X 11126,11125,11126,(N) Normal,12-Mar,9,10,0.4126765
9241,11125 X 11126,11125,11126,(F) Fat,12-Mar,9,9,0.2376751
9241,11125 X 11126,11125,11126,(F) Fat,12-Mar,9,10,0.2475109
9241,11125 X 11126,11125,11126,(F) Fat,12-Mar,9,9,0.3572832
9248,11126 X 11127,11126,11127,(N) Normal,12-Mar,9,12,0.3949177
9248,11126 X 11127,11126,11127,(N) Normal,12-Mar,9,11,0.4210832
9248,11126 X 11127,11126,11127,(N) Normal,12-Mar,9,11,0.8075737
9255,11126 X 11127,11126,11127,(F) Fat,12-Mar,9,9,0.3218334
9255,11126 X 11127,11126,11127,(F) Fat,12-Mar,9,9,0.4647018
9255,11126 X 11127,11126,11127,(F) Fat,12-Mar,9,10,0.5897319
9262,11127 X 11128,11127,11128,(N) Normal,12-Mar,9,9,0.3233326
9262,11127 X 11128,11127,11128,(N) Normal,12-Mar,9,10,0.3253432
9269,11127 X 11128,11127,11128,(F) Fat,12-Mar,9,9,0.1939752
9269,11127 X 11128,11127,11128,(F) Fat,12-Mar,9,9,0.2906705
9276,11128 X 11129,11128,11129,(N) Normal,12-Mar,9,8,0.2438993
9276,11128 X 11129,11128,11129,(N) Normal,12-Mar,9,8,0.3826326
9276,11128 X 11129,11128,11129,(N) Normal,12-Mar,9,8,0.5871456
9283,11128 X 11129,11128,11129,(F) Fat,12-Mar,9,8,0.485889
9283,11128 X 11129,11128,11129,(F) Fat,12-Mar,9,8,0.5435896
9283,11128 X 11129,11128,11129,(F) Fat,12-Mar,9,8,0.5833913
15100,11128 X 11131,11128,11131,(N) Normal,12-Jul,27,30,0.5143819
15100,11128 X 11131,11128,11131,(N) Normal,12-Jul,27,31,0.7016603
15100,11128 X 11131,11128,11131,(N) Normal,12-Jul,27,30,0.7906356
15107,11128 X 11131,11128,11131,(F) Fat,12-Jul,27,45,0.5831949
15107,11128 X 11131,11128,11131,(F) Fat,12-Jul,27,42,1.2087373
15107,11128 X 11131,11128,11131,(F) Fat,12-Jul,27,45,1.3458296
9291,11129 X 11131,11129,11131,(N) Normal,12-Mar,9,58,0.6726258
9290,11129 X 11131,11129,11131,(N) Normal,12-Mar,9,8,0.4602744
9290,11129 X 11131,11129,11131,(N) Normal,12-Mar,9,8,0.7650028
9290,11129 X 11131,11129,11131,(N) Normal,12-Mar,9,8,0.9862304
9297,11129 X 11131,11129,11131,(F) Fat,12-Mar,9,8,0.3384999
9297,11129 X 11131,11129,11131,(F) Fat,12-Mar,9,8,0.5514162
9297,11129 X 11131,11129,11131,(F) Fat,12-Mar,9,8,0.883141
15121,11129 X 11133,11129,11133,(F) Fat,12-Jul,27,30,0.5038391
15121,11129 X 11133,11129,11133,(F) Fat,12-Jul,27,31,0.5842024
9304,11131 X 11133,11131,11133,(N) Normal,12-Mar,9,8,0.465608
9304,11131 X 11133,11131,11133,(N) Normal,12-Mar,9,8,1.0522989
9304,11131 X 11133,11131,11133,(N) Normal,12-Mar,9,8,1.1423306
9311,11131 X 11133,11131,11133,(F) Fat,12-Mar,9,8,0.6061729
9311,11131 X 11133,11131,11133,(F) Fat,12-Mar,9,8,0.6328298
9311,11131 X 11133,11131,11133,(F) Fat,12-Mar,9,8,0.7516796
9318,11133 X 11135,11133,11135,(N) Normal,12-Mar,9,10,0.2600655
9318,11133 X 11135,11133,11135,(N) Normal,12-Mar,9,9,0.3078712
9318,11133 X 11135,11133,11135,(N) Normal,12-Mar,9,10,0.3303169
9325,11133 X 11135,11133,11135,(F) Fat,12-Mar,9,10,0.3231968
9325,11133 X 11135,11133,11135,(F) Fat,12-Mar,9,10,0.4236996
9325,11133 X 11135,11133,11135,(F) Fat,12-Mar,9,9,0.4703027
15142,11133 X 11149,11133,11149,(N) Normal,12-Jul,27,47,0.7063558
15142,11133 X 11149,11133,11149,(N) Normal,12-Jul,27,45,0.8842233
15142,11133 X 11149,11133,11149,(N) Normal,12-Jul,27,46,1.0503123
15149,11133 X 11149,11133,11149,(F) Fat,12-Jul,27,43,0.533762
15149,11133 X 11149,11133,11149,(F) Fat,12-Jul,27,47,0.5479885
15149,11133 X 11149,11133,11149,(F) Fat,12-Jul,27,45,0.829301
9332,11135 X 11138,11135,11138,(N) Normal,12-Mar,9,8,0.7443801
9332,11135 X 11138,11135,11138,(N) Normal,12-Mar,9,8,0.8483693
9339,11135 X 11138,11135,11138,(F) Fat,12-Mar,9,8,0.4228501
9339,11135 X 11138,11135,11138,(F) Fat,12-Mar,9,8,0.8728933
9339,11135 X 11138,11135,11138,(F) Fat,12-Mar,9,8,0.9441215
9346,11138 X 11142,11138,11142,(N) Normal,12-Mar,9,11,0.4715079
9346,11138 X 11142,11138,11142,(N) Normal,12-Mar,9,11,0.731232
9353,11138 X 11142,11138,11142,(F) Fat,12-Mar,9,10,0.5935883
9353,11138 X 11142,11138,11142,(F) Fat,12-Mar,9,9,0.6088085
9360,11142 X 11116,11142,11116,(N) Normal,12-Mar,9,11,0.3431736
9360,11142 X 11116,11142,11116,(N) Normal,12-Mar,9,11,0.395197
9360,11142 X 11116,11142,11116,(N) Normal,12-Mar,9,11,0.4270468
9367,11142 X 11116,11142,11116,(F) Fat,12-Mar,9,10,0.6223491
9367,11142 X 11116,11142,11116,(F) Fat,12-Mar,9,10,0.8620819
9367,11142 X 11116,11142,11116,(F) Fat,12-Mar,9,9,0.9031462
9402,11143 X 11105,11143,11105,(N) Normal,12-Mar,9,10,0.2504909
9402,11143 X 11105,11143,11105,(N) Normal,12-Mar,9,10,0.6391246
9409,11143 X 11105,11143,11105,(F) Fat,12-Mar,9,11,0.4747404
9409,11143 X 11105,11143,11105,(F) Fat,12-Mar,9,11,0.5134763
9409,11143 X 11105,11143,11105,(F) Fat,12-Mar,9,11,0.541764
9430,11145 X 11146,11145,11146,(N) Normal,12-Mar,10,11,0.4094778
9430,11145 X 11146,11145,11146,(N) Normal,12-Mar,10,11,0.6576677
9444,11146 X 11147,11146,11147,(N) Normal,12-Mar,10,11,0.4329899
9444,11146 X 11147,11146,11147,(N) Normal,12-Mar,10,12,0.4523574
9451,11146 X 11147,11146,11147,(F) Fat,12-Mar,10,11,0.3015547
9451,11146 X 11147,11146,11147,(F) Fat,12-Mar,10,12,0.452825
9457,11147 X 11148,11147,11148,(N) Normal,12-Mar,10,13,0.5499161
9472,11148 X 11149,11148,11149,(N) Normal,12-Mar,10,9,0.19394
9472,11148 X 11149,11148,11149,(N) Normal,12-Mar,10,10,0.2120351
9472,11148 X 11149,11148,11149,(N) Normal,12-Mar,10,11,0.2341835
9479,11148 X 11149,11148,11149,(F) Fat,12-Mar,10,11,0.3622157
9479,11148 X 11149,11148,11149,(F) Fat,12-Mar,10,11,0.4459538
15156,11148 X 11150,11148,11150,(N) Normal,12-Jul,27,31,0.4297045
15156,11148 X 11150,11148,11150,(N) Normal,12-Jul,27,31,0.7075311
15156,11148 X 11150,11148,11150,(N) Normal,12-Jul,27,31,0.7327589
15163,11148 X 11150,11148,11150,(F) Fat,12-Jul,27,43,0.4686014
15163,11148 X 11150,11148,11150,(F) Fat,12-Jul,27,46,0.7254424
15163,11148 X 11150,11148,11150,(F) Fat,12-Jul,27,42,0.9448506
9486,11149 X 11150,11149,11150,(N) Normal,12-Mar,10,12,0.243638
9486,11149 X 11150,11149,11150,(N) Normal,12-Mar,10,12,0.2855026
9486,11149 X 11150,11149,11150,(N) Normal,12-Mar,10,12,0.3192455
9493,11149 X 11150,11149,11150,(F) Fat,12-Mar,10,12,0.3493149
9493,11149 X 11150,11149,11150,(F) Fat,12-Mar,10,11,0.3501535
9493,11149 X 11150,11149,11150,(F) Fat,12-Mar,10,11,0.4692468
9500,11150 X 11151,11150,11151,(N) Normal,12-Mar,10,14,0.24454
9500,11150 X 11151,11150,11151,(N) Normal,12-Mar,10,13,0.2587876
9500,11150 X 11151,11150,11151,(N) Normal,12-Mar,10,13,0.2776798
9507,11150 X 11151,11150,11151,(F) Fat,12-Mar,10,12,0.3038905
9507,11150 X 11151,11150,11151,(F) Fat,12-Mar,10,12,0.3052071
9507,11150 X 11151,11150,11151,(F) Fat,12-Mar,10,12,0.5076586
15184,11150 X 11180,11150,11180,(N) Normal,12-Jul,27,31,0.643392
15184,11150 X 11180,11150,11180,(N) Normal,12-Jul,27,31,0.6967182
15184,11150 X 11180,11150,11180,(N) Normal,12-Jul,27,31,1.3028432
15191,11150 X 11180,11150,11180,(F) Fat,12-Jul,27,30,0.2852305
15191,11150 X 11180,11150,11180,(F) Fat,12-Jul,27,31,0.7975727
15191,11150 X 11180,11150,11180,(F) Fat,12-Jul,27,31,0.9813141
9514,11151 X 11153,11151,11153,(N) Normal,12-Mar,10,12,0.2117984
9514,11151 X 11153,11151,11153,(N) Normal,12-Mar,10,12,0.2854149
9514,11151 X 11153,11151,11153,(N) Normal,12-Mar,10,11,0.2858715
9521,11151 X 11153,11151,11153,(F) Fat,12-Mar,10,12,0.2832753
9521,11151 X 11153,11151,11153,(F) Fat,12-Mar,10,12,0.3085919
9521,11151 X 11153,11151,11153,(F) Fat,12-Mar,10,11,0.4515236
9528,11153 X 11154,11153,11154,(N) Normal,12-Mar,10,12,0.397965
9528,11153 X 11154,11153,11154,(N) Normal,12-Mar,10,11,0.4670106
9528,11153 X 11154,11153,11154,(N) Normal,12-Mar,10,12,0.5182798
9535,11153 X 11154,11153,11154,(F) Fat,12-Mar,10,12,0.5269283
9535,11153 X 11154,11153,11154,(F) Fat,12-Mar,10,11,0.7583594
9542,11154 X 11155,11154,11155,(N) Normal,12-Mar,10,12,0.2695997
9542,11154 X 11155,11154,11155,(N) Normal,12-Mar,10,12,0.3161449
9542,11154 X 11155,11154,11155,(N) Normal,12-Mar,10,11,0.48567
9549,11154 X 11155,11154,11155,(F) Fat,12-Mar,10,11,0.3612755
9570,11156 X 11157,11156,11157,(N) Normal,12-Mar,10,12,0.2057356
9570,11156 X 11157,11156,11157,(N) Normal,12-Mar,10,12,0.2771014
9570,11156 X 11157,11156,11157,(N) Normal,12-Mar,10,12,0.2974992
9577,11156 X 11157,11156,11157,(F) Fat,12-Mar,10,12,0.2597868
9577,11156 X 11157,11156,11157,(F) Fat,12-Mar,10,12,0.4295812
9584,11157 X 11159,11157,11159,(N) Normal,12-Mar,10,13,0.2470834
9584,11157 X 11159,11157,11159,(N) Normal,12-Mar,10,11,0.3783378
9584,11157 X 11159,11157,11159,(N) Normal,12-Mar,10,13,0.3976747
9591,11157 X 11159,11157,11159,(F) Fat,12-Mar,10,12,0.491732
9591,11157 X 11159,11157,11159,(F) Fat,12-Mar,10,12,0.4934662
9591,11157 X 11159,11157,11159,(F) Fat,12-Mar,10,12,0.6047018
9598,11159 X 11160,11159,11160,(N) Normal,12-Mar,10,12,0.2412852
9598,11159 X 11160,11159,11160,(N) Normal,12-Mar,10,11,0.3318538
9605,11159 X 11160,11159,11160,(F) Fat,12-Mar,10,13,0.307107
9605,11159 X 11160,11159,11160,(F) Fat,12-Mar,10,13,0.4412283
9605,11159 X 11160,11159,11160,(F) Fat,12-Mar,10,11,0.4948841
9612,11160 X 11161,11160,11161,(N) Normal,12-Mar,10,11,0.2863008
9612,11160 X 11161,11160,11161,(N) Normal,12-Mar,10,12,0.3383203
9612,11160 X 11161,11160,11161,(N) Normal,12-Mar,10,11,0.4632411
9619,11160 X 11161,11160,11161,(F) Fat,12-Mar,10,12,0.3187976
9619,11160 X 11161,11160,11161,(F) Fat,12-Mar,10,12,0.3948741
9619,11160 X 11161,11160,11161,(F) Fat,12-Mar,10,11,0.9020787
9626,11161 X 11162,11161,11162,(N) Normal,12-Mar,10,9,0.1819022
9626,11161 X 11162,11161,11162,(N) Normal,12-Mar,10,10,0.2739242
9626,11161 X 11162,11161,11162,(N) Normal,12-Mar,10,12,0.3115646
9633,11161 X 11162,11161,11162,(F) Fat,12-Mar,10,11,0.3532751
9633,11161 X 11162,11161,11162,(F) Fat,12-Mar,10,11,0.5584286
9633,11161 X 11162,11161,11162,(F) Fat,12-Mar,10,11,0.6071135
9640,11162 X 11167,11162,11167,(N) Normal,12-Mar,10,12,0.5163923
9648,11162 X 11167,11162,11167,(F) Fat,12-Mar,10,12,0.4145867
9654,11167 X 11170,11167,11170,(N) Normal,12-Mar,10,12,0.3024554
9654,11167 X 11170,11167,11170,(N) Normal,12-Mar,10,11,0.4259607
9661,11167 X 11170,11167,11170,(F) Fat,12-Mar,10,12,0.2900723
9661,11167 X 11170,11167,11170,(F) Fat,12-Mar,10,12,0.3426224
9682,11171 X 11144,11171,11144,(N) Normal,12-Mar,10,12,0.4765392
9682,11171 X 11144,11171,11144,(N) Normal,12-Mar,10,11,0.5064021
9689,11171 X 11144,11171,11144,(F) Fat,12-Mar,10,12,0.320926
9689,11171 X 11144,11171,11144,(F) Fat,12-Mar,10,11,0.5941771
9689,11171 X 11144,11171,11144,(F) Fat,12-Mar,10,12,0.795593
15198,11172 X 11071,11172,11071,(N) Normal,12-Jul,27,30,1.0162268
15205,11172 X 11071,11172,11071,(F) Fat,12-Jul,27,31,0.7382532
15205,11172 X 11071,11172,11071,(F) Fat,12-Jul,27,30,0.8060609
15205,11172 X 11071,11172,11071,(F) Fat,12-Jul,27,30,0.8746119
9707,11173 X 11174,11173,11174,(F) Fat,12-Mar,11,16,0.2286041
9696,11173 X 11174,11173,11174,(N) Normal,12-Mar,11,58,0.469838
9696,11173 X 11174,11173,11174,(N) Normal,12-Mar,11,60,0.4739773
9696,11173 X 11174,11173,11174,(N) Normal,12-Mar,11,59,0.5946988
9703,11173 X 11174,11173,11174,(F) Fat,12-Mar,11,60,0.6221238
9703,11173 X 11174,11173,11174,(F) Fat,12-Mar,11,60,0.6454057
9703,11173 X 11174,11173,11174,(F) Fat,12-Mar,11,59,0.71694
9710,11174 X 11175,11174,11175,(N) Normal,12-Mar,11,60,0.4695696
9710,11174 X 11175,11174,11175,(N) Normal,12-Mar,11,60,0.5973065
9710,11174 X 11175,11174,11175,(N) Normal,12-Mar,11,59,0.609874
9717,11174 X 11175,11174,11175,(F) Fat,12-Mar,11,60,0.4798718
9717,11174 X 11175,11174,11175,(F) Fat,12-Mar,11,58,0.7004089
9717,11174 X 11175,11174,11175,(F) Fat,12-Mar,11,59,0.7119016
9724,11175 X 11176,11175,11176,(N) Normal,12-Mar,11,59,0.4012897
9724,11175 X 11176,11175,11176,(N) Normal,12-Mar,11,59,0.4045484
9724,11175 X 11176,11175,11176,(N) Normal,12-Mar,11,59,0.6260999
9731,11175 X 11176,11175,11176,(F) Fat,12-Mar,11,13,0.2713878
9738,11176 X 11178,11176,11178,(N) Normal,12-Mar,11,13,0.2075244
9738,11176 X 11178,11176,11178,(N) Normal,12-Mar,11,13,0.2248156
9738,11176 X 11178,11176,11178,(N) Normal,12-Mar,11,13,0.2543725
9745,11176 X 11178,11176,11178,(F) Fat,12-Mar,11,59,0.5999111
9745,11176 X 11178,11176,11178,(F) Fat,12-Mar,11,61,0.6938606
9745,11176 X 11178,11176,11178,(F) Fat,12-Mar,11,59,0.7636005
9752,11178 X 11179,11178,11179,(N) Normal,12-Mar,11,58,0.3881491
9752,11178 X 11179,11178,11179,(N) Normal,12-Mar,11,60,0.415058
9752,11178 X 11179,11178,11179,(N) Normal,12-Mar,11,60,0.442673
9759,11178 X 11179,11178,11179,(F) Fat,12-Mar,11,60,0.5399012
9759,11178 X 11179,11178,11179,(F) Fat,12-Mar,11,60,0.6401455
9759,11178 X 11179,11178,11179,(F) Fat,12-Mar,11,59,0.7653557
9766,11179 X 11180,11179,11180,(N) Normal,12-Mar,11,58,0.4729906
9766,11179 X 11180,11179,11180,(N) Normal,12-Mar,11,61,0.496134
9766,11179 X 11180,11179,11180,(N) Normal,12-Mar,11,58,0.6203197
9773,11179 X 11180,11179,11180,(F) Fat,12-Mar,11,58,0.5120431
9773,11179 X 11180,11179,11180,(F) Fat,12-Mar,11,60,0.5383224
9773,11179 X 11180,11179,11180,(F) Fat,12-Mar,11,59,0.6456956
15212,11180 X 11034,11180,11034,(N) Normal,12-Jul,27,47,0.7454503
15212,11180 X 11034,11180,11034,(N) Normal,12-Jul,27,46,0.7889042
15212,11180 X 11034,11180,11034,(N) Normal,12-Jul,27,44,0.9836817
15219,11180 X 11034,11180,11034,(F) Fat,12-Jul,27,30,0.574515
15219,11180 X 11034,11180,11034,(F) Fat,12-Jul,27,30,0.6174247
